id,game_id,points,stillborn,survived,declared_equivalent,points_until_equivalent,llm_or_human,opponent_llm_or_human,seconds_since_gamestart,cut,mutated_lines,number_mutated_lines,number_of_messages,author_nickname,author_age,author_degree,author_semester,author_java_experience,author_junit_experience,author_correct_question,opponent_nickname,opponent_age,opponent_degree,opponent_semester,opponent_java_experience,opponent_junit_experience,opponent_correct_question,experiment_round,author_opinion_judged_programming_skill,author_opinion_judged_original,author_opinion_challenged,author_opinion_fun,author_opinion_human_or_ai,opponent_opinion_judged_programming_skill,opponent_opinion_judged_original,opponent_opinion_challenged,opponent_opinion_fun,opponent_opinion_human_or_ai,human_tests_survived,human_tests_killed_by,llm_tests_survived,llm_tests_killed_by,existing_tests_survived,existing_tests_killed_by,future_tests_survived,future_tests_killed_by
u1304,346,0,YES,NO,NO,,Human,LLM,762,CharRange,"40,41",2,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,130,71,403,860,11,12,2,18
u1308,346,0,YES,NO,NO,,Human,LLM,778,CharRange,54,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,28,22,46,106,2,2,0,1
u1314,346,0,YES,NO,NO,,Human,LLM,809,CharRange,112,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,19,23,31,51,2,2,0,0
u1322,346,0,YES,NO,NO,,Human,LLM,837,CharRange,136,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,14,14,157,181,3,3,6,4
u1325,346,0,YES,NO,NO,,Human,LLM,851,CharRange,103,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,21,22,37,65,2,2,0,0
u1328,346,0,YES,NO,NO,,Human,LLM,864,CharRange,124,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,17,24,159,412,3,6,0,18
u1332,346,0,YES,NO,NO,,Human,LLM,878,CharRange,124,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,21,20,426,145,6,4,17,0
u1340,346,0,YES,NO,YES,14.0,Human,LLM,909,CharRange,92,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,54,0,779,0,13,0,15,0
u1358,346,0,YES,NO,NO,,Human,LLM,1016,CharRange,201,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,0,16,26,445,1,9,0,13
u1372,346,0,YES,NO,YES,30.0,Human,LLM,1075,CharRange,16,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,201,0,1263,0,29,0,14,0
u1379,346,0,YES,NO,YES,31.0,Human,LLM,1115,CharRange,13,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,201,0,1263,0,30,0,13,0
u1392,346,0,YES,NO,YES,32.0,Human,LLM,1178,CharRange,11,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,201,0,1263,0,31,0,12,0
u1395,346,0,YES,NO,YES,32.0,Human,LLM,1203,CharRange,9,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,201,0,1263,0,31,0,12,0
u1415,346,0,YES,NO,NO,,Human,LLM,1330,CharRange,"35,36",2,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,6,17,13,443,0,16,0,7
u1419,346,0,YES,NO,NO,,Human,LLM,1355,CharRange,53,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,0,50,0,152,0,5,0,0
u1423,346,0,YES,NO,NO,,Human,LLM,1369,CharRange,53,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,0,50,0,152,0,5,0,0
u1425,346,0,YES,NO,NO,,Human,LLM,1404,CharRange,"65,66",2,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,0,47,0,124,0,4,0,2
u1427,346,6,NO,NO,NO,,Human,LLM,1423,CharRange,66,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,36,11,104,20,4,0,1,1
u1436,346,0,YES,NO,NO,,Human,LLM,1466,CharRange,54,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,39,11,124,28,4,1,0,0
u1438,346,0,YES,NO,NO,,Human,LLM,1484,CharRange,92,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,33,21,193,586,2,22,0,4
u1444,346,0,YES,NO,NO,,Human,LLM,1530,CharRange,213,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,0,16,25,446,1,18,0,4
u1460,346,0,YES,NO,NO,,Human,LLM,1633,CharRange,136,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,14,14,191,147,8,6,1,1
u1474,346,0,YES,NO,NO,,Human,LLM,1722,CharRange,103,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,2,41,0,102,0,4,0,0
u1478,346,0,YES,NO,NO,,Human,LLM,1739,CharRange,112,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,0,42,0,82,0,4,0,0
u1483,346,0,YES,NO,NO,,Human,LLM,1770,CharRange,136,1,,CollegeOwl,23.0,Bachelor Informatik,6.0,3.0,2.0,2.0,,,,,,,,1.0,3.0,5.0,4.0,3.0,5.0,,,,,,4,24,84,254,5,10,1,0
u731,334,5,NO,NO,NO,,Human,LLM,97,CharRange,34,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,184,17,820,443,4,0,28,7
u735,334,0,YES,NO,YES,10.0,Human,LLM,107,CharRange,34,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,201,0,1263,0,4,0,35,0
u739,334,1,NO,NO,NO,,Human,LLM,117,CharRange,36,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,11,12,16,440,0,0,0,7
u743,334,1,NO,NO,NO,,Human,LLM,126,CharRange,35,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,7,16,30,426,0,1,1,5
u747,334,6,NO,NO,NO,,Human,LLM,137,CharRange,34,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,141,60,808,455,5,0,12,22
u756,334,0,YES,NO,NO,,Human,LLM,157,CharRange,54,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,28,22,46,106,1,1,1,3
u766,334,1,NO,NO,NO,,Human,LLM,175,CharRange,92,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,20,34,56,723,0,0,1,22
u772,334,1,NO,NO,NO,,Human,LLM,196,CharRange,151,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,30,19,344,120,0,0,12,7
u773,334,1,NO,NO,NO,,Human,LLM,203,CharRange,148,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,0,53,0,493,0,0,0,20
u777,334,3,NO,NO,NO,,Human,LLM,211,CharRange,151,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,32,17,147,317,0,0,4,15
u798,334,1,NO,NO,NO,,Human,LLM,264,CharRange,149,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,0,4,0,29,0,0,0,1
u799,334,0,YES,NO,NO,,Human,LLM,278,CharRange,103,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,21,22,37,65,2,2,0,0
u813,334,1,NO,NO,NO,,Human,LLM,322,CharRange,152,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,15,6,143,213,0,0,5,11
u818,334,3,NO,NO,NO,,Human,LLM,331,CharRange,152,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,11,10,297,59,0,0,14,2
u859,334,6,NO,YES,NO,,Human,LLM,508,CharRange,158,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,11,2,82,1,0,0,5,0
u862,334,0,YES,NO,NO,,Human,LLM,520,CharRange,160,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,11,5,20,53,0,2,0,0
u867,334,0,YES,NO,NO,,Human,LLM,533,CharRange,160,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,4,12,18,55,1,1,0,0
u871,334,0,YES,NO,NO,,Human,LLM,546,CharRange,155,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,4,5,117,178,0,2,3,10
u873,334,0,YES,NO,NO,,Human,LLM,559,CharRange,155,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,5,4,92,203,1,1,3,10
u880,334,4,NO,YES,NO,,Human,LLM,572,CharRange,153,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,11,3,70,6,1,0,2,0
u905,334,0,YES,NO,NO,,Human,LLM,684,CharRange,174,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,10,13,37,81,1,2,0,1
u907,334,0,YES,NO,NO,,Human,LLM,698,CharRange,136,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,14,14,191,147,3,3,0,0
u912,334,0,YES,NO,NO,,Human,LLM,729,CharRange,177,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,12,7,64,53,2,1,0,1
u918,334,0,YES,NO,NO,,Human,LLM,749,CharRange,201,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,0,16,26,445,0,2,0,4
u920,334,0,YES,NO,NO,,Human,LLM,759,CharRange,201,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,16,0,368,103,1,1,2,2
u923,334,0,YES,NO,NO,,Human,LLM,771,CharRange,201,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,0,16,26,445,0,2,0,4
u928,334,0,YES,NO,NO,,Human,LLM,783,CharRange,207,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,10,6,413,58,1,1,2,2
u932,334,0,YES,NO,NO,,Human,LLM,796,CharRange,207,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,6,10,79,392,1,1,2,2
u944,334,0,YES,NO,NO,,Human,LLM,898,CharRange,136,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,0,28,3,335,0,6,0,0
u947,334,0,YES,NO,NO,,Human,LLM,921,CharRange,34,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,130,71,403,860,9,16,3,11
u949,334,6,NO,NO,NO,,Human,LLM,941,CharRange,54,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,37,13,117,35,5,0,0,1
u953,334,0,YES,NO,NO,,Human,LLM,962,CharRange,79,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,75,25,426,240,9,4,6,4
u957,334,6,NO,NO,NO,,Human,LLM,997,CharRange,54,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,39,11,124,28,5,0,0,1
u960,334,6,NO,NO,NO,,Human,LLM,1008,CharRange,54,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,39,11,124,28,5,0,0,1
u963,334,5,NO,NO,NO,,Human,LLM,1022,CharRange,66,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,36,11,104,20,4,0,0,1
u964,334,5,NO,NO,NO,,Human,LLM,1033,CharRange,66,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,36,11,104,20,4,0,0,1
u967,334,5,NO,NO,NO,,Human,LLM,1046,CharRange,66,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,36,11,101,23,4,0,0,1
u969,334,0,YES,NO,NO,,Human,LLM,1063,CharRange,92,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,44,10,323,456,11,3,6,3
u976,334,0,YES,NO,NO,,Human,LLM,1093,CharRange,103,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,28,15,87,15,3,1,0,0
u984,334,0,YES,NO,NO,,Human,LLM,1129,CharRange,"174,175",2,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,16,7,65,53,2,1,0,1
u988,334,5,NO,YES,NO,,Human,LLM,1159,CharRange,174,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,23,0,118,0,3,0,1,0
u993,334,3,NO,YES,NO,,Human,LLM,1188,CharRange,160,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,9,7,55,18,2,0,0,0
u995,334,0,YES,NO,NO,,Human,LLM,1201,CharRange,136,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,12,16,242,96,4,2,0,0
u997,334,4,NO,YES,NO,,Human,LLM,1222,CharRange,153,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,5,9,69,7,1,0,2,0
u1004,334,0,YES,NO,NO,,Human,LLM,1268,CharRange,"160,181",2,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,17,13,92,67,4,1,0,0
u1008,334,0,YES,NO,NO,,Human,LLM,1288,CharRange,207,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,0,16,26,445,0,4,0,2
u1012,334,0,YES,NO,NO,,Human,LLM,1305,CharRange,207,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,6,10,79,392,3,1,0,2
u1013,334,3,NO,NO,NO,,Human,LLM,1317,CharRange,191,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,3,12,58,49,2,0,0,1
u1017,334,3,NO,NO,NO,,Human,LLM,1343,CharRange,191,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,8,7,82,25,2,0,0,1
u1019,334,3,NO,NO,NO,,Human,LLM,1352,CharRange,191,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,10,5,73,34,2,0,0,1
u1021,334,3,NO,NO,NO,,Human,LLM,1364,CharRange,191,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,3,12,58,49,2,0,0,1
u1022,334,3,NO,NO,NO,,Human,LLM,1374,CharRange,191,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,10,5,73,34,2,0,0,1
u1023,334,3,NO,NO,NO,,Human,LLM,1383,CharRange,191,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,3,12,58,49,2,0,0,1
u1026,334,3,NO,NO,NO,,Human,LLM,1394,CharRange,191,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,10,5,73,34,2,0,0,1
u1031,334,0,YES,NO,NO,,Human,LLM,1424,CharRange,136,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,0,28,3,335,0,6,0,0
u1036,334,3,NO,NO,NO,,Human,LLM,1445,CharRange,191,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,3,12,58,49,2,0,0,1
u1039,334,3,NO,NO,NO,,Human,LLM,1453,CharRange,191,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,3,12,58,49,2,0,0,1
u1041,334,0,YES,NO,NO,,Human,LLM,1470,CharRange,124,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,0,41,26,545,0,7,0,2
u1044,334,0,YES,NO,NO,,Human,LLM,1484,CharRange,191,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,10,5,73,34,2,1,0,0
u1049,334,4,NO,YES,NO,,Human,LLM,1539,CharRange,112,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,42,0,82,0,3,0,0,0
u1056,334,0,YES,NO,NO,,Human,LLM,1597,CharRange,"34,149",2,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,201,0,1235,28,35,1,3,0
u1061,334,7,NO,YES,NO,,Human,LLM,1626,CharRange,202,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,16,0,471,0,4,0,2,0
u1062,334,7,NO,YES,NO,,Human,LLM,1636,CharRange,202,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,16,0,471,0,4,0,2,0
u1065,334,7,NO,YES,NO,,Human,LLM,1646,CharRange,202,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,16,0,471,0,4,0,2,0
u1068,334,0,YES,NO,NO,,Human,LLM,1667,CharRange,203,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,9,7,368,103,2,2,2,0
u1070,334,7,NO,YES,NO,,Human,LLM,1687,CharRange,202,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,16,0,471,0,4,0,2,0
u1073,334,7,NO,YES,NO,,Human,LLM,1703,CharRange,202,1,,DesertEarnest,20.0,Artificial Intelligence,2.0,5.0,2.0,5.0,,,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,,,,,,16,0,471,0,4,0,2,0
u1492,354,5,NO,NO,NO,,Human,LLM,27,CharRange,34,1,,DesertTelephone,22.0,Bachelor Informatik,6.0,5.0,4.0,4.0,,,,,,,,2.0,4.0,4.0,3.0,4.0,4.0,,,,,,130,71,403,860,1,0,14,28
u1503,354,1,NO,NO,NO,,Human,LLM,55,CharRange,37,1,,DesertTelephone,22.0,Bachelor Informatik,6.0,5.0,4.0,4.0,,,,,,,,2.0,4.0,4.0,3.0,4.0,4.0,,,,,,7,16,30,426,0,0,0,7
u1512,354,0,YES,NO,NO,,Human,LLM,88,CharRange,66,1,,DesertTelephone,22.0,Bachelor Informatik,6.0,5.0,4.0,4.0,,,,,,,,2.0,4.0,4.0,3.0,4.0,4.0,,,,,,18,29,21,103,0,1,5,3
u1536,354,0,YES,NO,NO,,Human,LLM,150,CharRange,66,1,,DesertTelephone,22.0,Bachelor Informatik,6.0,5.0,4.0,4.0,,,,,,,,2.0,4.0,4.0,3.0,4.0,4.0,,,,,,34,13,67,57,0,2,6,1
u1542,354,8,NO,YES,NO,,Human,LLM,172,CharRange,202,1,,DesertTelephone,22.0,Bachelor Informatik,6.0,5.0,4.0,4.0,,,,,,,,2.0,4.0,4.0,3.0,4.0,4.0,,,,,,16,0,471,0,1,0,6,0
u1549,354,3,NO,NO,NO,,Human,LLM,191,CharRange,203,1,,DesertTelephone,22.0,Bachelor Informatik,6.0,5.0,4.0,4.0,,,,,,,,2.0,4.0,4.0,3.0,4.0,4.0,,,,,,9,7,368,103,1,0,4,2
u1560,354,0,YES,NO,NO,,Human,LLM,222,CharRange,201,1,,DesertTelephone,22.0,Bachelor Informatik,6.0,5.0,4.0,4.0,,,,,,,,2.0,4.0,4.0,3.0,4.0,4.0,,,,,,0,16,26,445,0,1,0,6
u1567,354,0,YES,NO,NO,,Human,LLM,241,CharRange,124,1,,DesertTelephone,22.0,Bachelor Informatik,6.0,5.0,4.0,4.0,,,,,,,,2.0,4.0,4.0,3.0,4.0,4.0,,,,,,21,20,426,145,3,1,4,2
u1577,354,1,NO,NO,NO,,Human,LLM,272,CharRange,151,1,,DesertTelephone,22.0,Bachelor Informatik,6.0,5.0,4.0,4.0,,,,,,,,2.0,4.0,4.0,3.0,4.0,4.0,,,,,,30,19,344,120,0,0,9,10
u1582,354,3,NO,YES,NO,,Human,LLM,289,CharRange,153,1,,DesertTelephone,22.0,Bachelor Informatik,6.0,5.0,4.0,4.0,,,,,,,,2.0,4.0,4.0,3.0,4.0,4.0,,,,,,6,8,68,8,0,0,2,0
u1588,354,3,NO,NO,NO,,Human,LLM,317,CharRange,191,1,,DesertTelephone,22.0,Bachelor Informatik,6.0,5.0,4.0,4.0,,,,,,,,2.0,4.0,4.0,3.0,4.0,4.0,,,,,,3,12,58,49,0,0,2,2
u1606,354,3,NO,NO,NO,,Human,LLM,376,CharRange,191,1,,DesertTelephone,22.0,Bachelor Informatik,6.0,5.0,4.0,4.0,,,,,,,,2.0,4.0,4.0,3.0,4.0,4.0,,,,,,6,9,58,49,0,0,2,2
u1626,354,0,YES,NO,NO,,Human,LLM,440,CharRange,136,1,,DesertTelephone,22.0,Bachelor Informatik,6.0,5.0,4.0,4.0,,,,,,,,2.0,4.0,4.0,3.0,4.0,4.0,,,,,,16,12,226,112,4,3,0,0
u1641,354,9,NO,YES,NO,,Human,LLM,478,CharRange,158,1,,DesertTelephone,22.0,Bachelor Informatik,6.0,5.0,4.0,4.0,,,,,,,,2.0,4.0,4.0,3.0,4.0,4.0,,,,,,12,1,83,0,0,0,8,0
